competition_id,season_id,match_id,team,player,minute,x,y,xg,outcome,body_part,technique,play_pattern,distance_to_goal,is_zone0,is_zone1,is_zone2,is_dzone1,is_dzone2
11,90,3773457,Barcelona,Lionel Andrés Messi Cuccittini,87,108.7,30.9,0.085805565,Wayward,Left Foot,Normal,Regular Play,14.508618128546908,True,True,True,False,False
11,90,3773457,Celta Vigo,Santiago Mina Lorenzo,88,112.9,45.0,0.3457039,Goal,Right Foot,Half Volley,Regular Play,8.683893136145787,True,True,True,False,False
11,90,3773457,Barcelona,Ronald Federico Araújo da Silva,90,103.9,40.6,0.027145049,Blocked,Head,Normal,From Free Kick,16.11117624507906,True,True,True,False,False
11,90,3773457,Barcelona,Sergino Dest,91,109.1,60.5,0.008288619,Off T,Right Foot,Normal,Regular Play,23.217665688005763,False,True,True,True,False
11,90,3773457,Barcelona,Lionel Andrés Messi Cuccittini,92,99.8,35.6,0.07906983,Off T,Left Foot,Normal,From Counter,20.67365473253339,True,True,True,False,False
11,90,3773631,Real Betis,Borja Iglesias Quintas,10,115.3,34.7,0.10217343,Blocked,Right Foot,Normal,From Throw In,7.083784299369935,True,True,True,False,False
11,90,3773631,Barcelona,Ousmane Dembélé,17,103.3,44.6,0.06957128,Blocked,Right Foot,Normal,From Free Kick,17.321951391226108,True,True,True,False,False
11,90,3773631,Real Betis,Juan Miguel Jiménez López,24,114.0,32.4,0.1273561,Off T,Head,Normal,Regular Play,9.682974749528164,True,True,True,False,False
11,90,3773631,Barcelona,Clément Lenglet,27,113.8,42.7,0.16972353,Off T,Head,Normal,From Corner,6.762396025078688,True,True,True,False,False
11,90,3773631,Real Betis,Borja Iglesias Quintas,37,111.7,42.4,0.44097158,Goal,Left Foot,Normal,Regular Play,8.640023148117136,True,True,True,False,False
11,90,3773631,Barcelona,Martin Braithwaite Christensen,47,108.7,40.1,0.060599968,Off T,Head,Normal,From Free Kick,11.300442469213316,True,True,True,False,False
11,90,3773631,Barcelona,Óscar Mingueza García,47,101.8,44.9,0.06390779,Saved,Right Foot,Normal,Regular Play,18.848076824970768,True,True,True,False,False
11,90,3773631,Barcelona,Antoine Griezmann,48,117.0,28.1,0.018656503,Wayward,Head,Normal,From Corner,12.2723265927859,True,True,True,False,False
11,90,3773631,Barcelona,Antoine Griezmann,52,111.8,35.3,0.14799254,Blocked,Left Foot,Half Volley,Regular Play,9.451454914456297,True,True,True,False,False
11,90,3773631,Real Betis,Juan Miguel Jiménez López,55,107.7,34.4,0.3704533,Saved,Right Foot,Normal,Regular Play,13.514806694880987,True,True,True,False,False
11,90,3773631,Barcelona,Ousmane Dembélé,58,103.9,56.1,0.036253028,Off T,Left Foot,Normal,Regular Play,22.768838354206828,False,True,True,True,False
11,90,3773631,Barcelona,Lionel Andrés Messi Cuccittini,58,102.5,52.6,0.056231674,Goal,Left Foot,Normal,Regular Play,21.56409052104911,True,True,True,False,False
11,90,3773631,Real Betis,Nabil Fekir,62,99.4,56.2,0.02668288,Saved,Left Foot,Normal,Regular Play,26.206869328479506,False,True,True,True,False
11,90,3773631,Barcelona,Ousmane Dembélé,65,109.7,53.0,0.13531347,Blocked,Right Foot,Normal,Regular Play,16.58583733189253,True,True,True,False,False
11,90,3773631,Barcelona,Óscar Mingueza García,65,116.6,34.1,0.11360259,Off T,Head,Normal,From Corner,6.809552114493289,True,True,True,False,False
11,90,3773631,Real Betis,Víctor Ruíz Torre,74,116.2,42.2,0.1947324,Goal,Head,Normal,From Free Kick,4.390899680020029,True,True,True,False,False
11,90,3773631,Barcelona,Lionel Andrés Messi Cuccittini,78,98.3,52.0,0.064184494,Blocked,Left Foot,Normal,From Free Kick,24.796975622039074,False,True,True,True,False
11,90,3773631,Real Betis,Víctor Ruíz Torre,82,111.0,44.0,0.091646455,Saved,Head,Normal,From Corner,9.848857801796104,True,True,True,False,False
11,90,3773631,Real Betis,Sergio Canales Madrazo,84,97.1,46.0,0.041051574,Blocked,Left Foot,Normal,From Throw In,23.672980378482137,False,True,True,True,False
11,90,3773631,Barcelona,Francisco António Machado Mota de Castro Trincão,86,102.5,49.9,0.051537734,Goal,Left Foot,Normal,Regular Play,20.106217943710845,True,True,True,False,False
11,90,3773665,Osasuna,Jonathan Calleri,1,40.0,45.7,0.004130807,Saved,Right Foot,Normal,From Throw In,80.20280543721647,False,False,False,False,False
11,90,3773665,Osasuna,Enrique Barja Afonso,13,100.2,42.9,0.057224557,Saved,Left Foot,Normal,Regular Play,20.011246837716033,True,True,True,False,False
11,90,3773665,Osasuna,Jonathan Calleri,14,113.4,38.0,0.22981732,Off T,Head,Normal,From Corner,6.896375859826661,True,True,True,False,False
11,90,3773665,Barcelona,Lionel Andrés Messi Cuccittini,15,101.3,42.6,0.07305303,Blocked,Left Foot,Normal,From Goal Kick,18.87988347421668,True,True,True,False,False
11,90,3773665,Osasuna,Jonathan Calleri,22,114.3,29.7,0.12096324,Blocked,Right Foot,Volley,Regular Play,11.772000679578642,True,True,True,False,False
11,90,3773665,Barcelona,Antoine Griezmann,25,107.5,40.1,0.04363723,Off T,Head,Normal,From Keeper,12.500399993600205,True,True,True,False,False
11,90,3773665,Barcelona,Jordi Alba Ramos,29,113.1,28.2,0.1538112,Goal,Left Foot,Normal,From Keeper,13.669308687713512,True,True,True,False,False
11,90,3773665,Osasuna,Rubén García Santos,33,112.2,29.8,0.30000883,Saved,Left Foot,Normal,Regular Play,12.840560735419615,True,True,True,False,False
11,90,3773665,Osasuna,Jonathan Calleri,33,102.5,40.2,0.025620336,Blocked,Head,Normal,Regular Play,17.50114281982751,True,True,True,False,False
11,90,3773665,Barcelona,Lionel Andrés Messi Cuccittini,42,97.0,26.8,0.027122034,Blocked,Left Foot,Normal,Regular Play,26.51867266663247,False,True,True,True,False
11,90,3773665,Barcelona,Lionel Andrés Messi Cuccittini,43,100.8,31.2,0.03751865,Blocked,Left Foot,Normal,Regular Play,21.12060605191054,True,True,True,False,False
11,90,3773665,Barcelona,Lionel Andrés Messi Cuccittini,47,94.4,47.5,0.028897893,Saved,Left Foot,Normal,Regular Play,26.67601919327544,False,True,True,True,False
11,90,3773665,Barcelona,Ousmane Dembélé,50,95.8,40.3,0.048145216,Blocked,Right Foot,Normal,From Goal Kick,24.20185943269649,False,True,True,True,False
11,90,3773665,Barcelona,Sergino Dest,56,102.2,51.2,0.045629695,Blocked,Left Foot,Normal,Regular Play,21.0304541082688,True,True,True,False,False
11,90,3773665,Barcelona,Frenkie de Jong,60,110.7,50.7,0.15424673,Blocked,Right Foot,Normal,From Throw In,14.176741515595184,True,True,True,False,False
11,90,3773665,Osasuna,Jonathan Calleri,69,111.4,38.3,0.17912224,Off T,Head,Normal,From Corner,8.766413177577242,True,True,True,False,False
11,90,3773665,Barcelona,Pedro González López,76,93.1,32.5,0.026436986,Saved,Right Foot,Normal,From Throw In,27.925973573001897,False,True,True,True,False
11,90,3773665,Barcelona,Jordi Alba Ramos,78,115.5,30.6,0.18142118,Saved,Left Foot,Volley,From Throw In,10.42161215935423,True,True,True,False,False
11,90,3773665,Barcelona,Lionel Andrés Messi Cuccittini,81,112.4,47.7,0.1681818,Saved,Left Foot,Normal,Regular Play,10.818964830333814,True,True,True,False,False
11,90,3773665,Barcelona,Moriba Kourouma Kourouma,82,101.7,41.2,0.068824455,Goal,Left Foot,Normal,Regular Play,18.339302058693505,True,True,True,False,False
11,90,3773665,Osasuna,Ante Budimir,84,105.9,39.8,0.072080754,Blocked,Left Foot,Half Volley,Regular Play,14.101418368376985,True,True,True,False,False
11,90,3773665,Osasuna,Adrián López Álvarez,88,103.8,51.1,0.06182509,Off T,Right Foot,Half Volley,From Throw In,19.637973418863773,True,True,True,False,False
11,90,3773665,Osasuna,David García Zubiría,92,112.7,37.9,0.15743414,Off T,Head,Normal,From Throw In,7.596051605933175,True,True,True,False,False
11,90,3773497,Barcelona,Óscar Mingueza García,9,101.9,58.1,0.023533026,Off T,Right Foot,Normal,Regular Play,25.597265478953016,False,True,True,True,False
11,90,3773497,Real Madrid,Karim Benzema,12,113.8,45.4,0.16896226,Goal,Right Foot,Backheel,Regular Play,8.221921916437788,True,True,True,False,False
11,90,3773497,Barcelona,Ousmane Dembélé,15,116.1,38.6,0.3056659,Wayward,Head,Normal,From Throw In,4.143669871020137,True,True,True,False,False
11,90,3773497,Real Madrid,Luka Modrić,20,103.1,35.5,0.06698707,Blocked,Left Foot,Normal,Regular Play,17.48885359307465,True,True,True,False,False
11,90,3773497,Real Madrid,Karim Benzema,23,90.9,34.5,0.0419699,Off T,Right Foot,Normal,From Free Kick,29.61519880061587,False,False,True,False,True
11,90,3773497,Real Madrid,Toni Kroos,27,101.0,27.2,0.068962805,Goal,Right Foot,Normal,From Free Kick,22.90938672247688,False,True,True,True,False
11,90,3773497,Real Madrid,Federico Santiago Valverde Dipetta,33,107.3,53.4,0.09082136,Post,Right Foot,Normal,Regular Play,18.46212338816963,True,True,True,False,False
11,90,3773497,Real Madrid,Lucas Vázquez Iglesias,33,105.9,42.4,0.15830496,Saved,Right Foot,Half Volley,Regular Play,14.302796929272255,True,True,True,False,False
11,90,3773497,Real Madrid,Federico Santiago Valverde Dipetta,34,96.2,47.9,0.027073873,Blocked,Right Foot,Volley,From Corner,25.07688178382631,False,True,True,True,False
11,90,3773497,Real Madrid,Éder Gabriel Militão,34,108.6,41.4,0.1361084,Blocked,Right Foot,Half Volley,From Corner,11.48564321228899,True,True,True,False,False
11,90,3773497,Barcelona,Ousmane Dembélé,36,94.9,46.8,0.03774876,Blocked,Left Foot,Normal,Regular Play,26.004807247891684,False,True,True,True,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,40,99.8,33.8,0.04994738,Blocked,Left Foot,Normal,Regular Play,21.13007335529151,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,44,112.8,24.6,0.01567179,Blocked,Left Foot,Normal,From Throw In,17.0,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,47,117.0,47.2,0.13461363,Saved,Left Foot,Half Volley,From Corner,7.8000000000000025,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,47,114.1,32.7,0.06691165,Blocked,Left Foot,Normal,Regular Play,9.386160024205854,True,True,True,False,False
11,90,3773497,Real Madrid,Toni Kroos,52,93.8,41.8,0.040328264,Off T,Right Foot,Normal,Regular Play,26.261759270848557,False,True,True,True,False
11,90,3773497,Real Madrid,Karim Benzema,56,101.3,30.6,0.104605675,Off T,Left Foot,Normal,Regular Play,20.929644048573785,True,True,True,False,False
11,90,3773497,Barcelona,Óscar Mingueza García,59,110.6,39.8,0.3197491,Goal,Right Foot,Half Volley,Regular Play,9.402127418834533,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,64,90.5,35.5,0.04573942,Blocked,Left Foot,Normal,From Free Kick,29.841246622753548,False,False,True,False,True
11,90,3773497,Real Madrid,Toni Kroos,67,112.2,43.1,0.16597773,Wayward,Head,Normal,From Free Kick,8.393449827097315,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,69,97.2,34.9,0.07932068,Blocked,Left Foot,Normal,From Free Kick,23.363432966925043,False,True,True,True,False
11,90,3773497,Barcelona,Óscar Mingueza García,70,113.6,56.5,0.012394485,Wayward,Right Foot,Normal,Regular Play,17.69773996870787,True,True,True,False,False
11,90,3773497,Barcelona,Moriba Kourouma Kourouma,74,112.1,32.9,0.063872784,Saved,Head,Normal,From Throw In,10.62167595062098,True,True,True,False,False
11,90,3773497,Real Madrid,Francisco Román Alarcón Suárez,76,103.6,40.4,0.15727945,Blocked,Right Foot,Normal,From Corner,16.40487732352791,True,True,True,False,False
11,90,3773497,Real Madrid,Marcelo Vieira da Silva Júnior,76,102.2,29.5,0.045265324,Off T,Left Foot,Half Volley,From Corner,20.666155907667008,True,True,True,False,False
11,90,3773497,Real Madrid,Francisco Román Alarcón Suárez,81,102.3,49.2,0.04911825,Off T,Right Foot,Half Volley,From Throw In,19.948182874637983,True,True,True,False,False
11,90,3773497,Barcelona,Lionel Andrés Messi Cuccittini,90,98.3,52.5,0.06397319,Saved,Left Foot,Normal,From Free Kick,25.042763425788298,False,True,True,True,False
11,90,3773497,Barcelona,Moriba Kourouma Kourouma,91,101.3,29.1,0.05946907,Off T,Right Foot,Normal,From Goal Kick,21.644860821913365,True,True,True,False,False
11,90,3773497,Barcelona,Martin Braithwaite Christensen,92,109.4,31.2,0.046457313,Off T,Head,Normal,Regular Play,13.776792079435616,True,True,True,False,False
11,90,3773497,Barcelona,Moriba Kourouma Kourouma,93,108.1,39.1,0.070164755,Blocked,Right Foot,Volley,From Free Kick,11.933985084622828,True,True,True,False,False
11,90,3773497,Barcelona,Marc-André ter Stegen,93,102.0,41.1,0.057932165,Blocked,Right Foot,Half Volley,From Free Kick,18.033579788827286,True,True,True,False,False
11,90,3773497,Barcelona,Jordi Alba Ramos,93,100.6,33.2,0.04129878,Off T,Left Foot,Volley,From Free Kick,20.557237168452385,True,True,True,False,False
11,90,3773660,Barcelona,Philippe Coutinho Correia,0,108.3,46.6,0.09013731,Off T,Right Foot,Normal,From Throw In,13.43316790634287,True,True,True,False,False
11,90,3773660,Levante UD,Jorge De Frutos Sebastián,11,109.3,39.0,0.4531274,Saved,Left Foot,Normal,From Keeper,10.746627377926531,True,True,True,False,False
11,90,3773660,Barcelona,Lionel Andrés Messi Cuccittini,12,103.8,32.1,0.06609147,Blocked,Left Foot,Normal,From Throw In,18.023595645708436,True,True,True,False,False
11,90,3773660,Barcelona,Martin Braithwaite Christensen,15,105.0,25.1,0.042491257,Saved,Right Foot,Normal,From Throw In,21.142611002428247,True,True,True,False,False
11,90,3773660,Levante UD,Daniel Gómez Alcón,18,111.6,49.1,0.15519324,Off T,Right Foot,Half Volley,Regular Play,12.384264209067897,True,True,True,False,False
11,90,3773660,Barcelona,Antoine Griezmann,19,105.4,52.6,0.08913044,Saved,Right Foot,Normal,From Goal Kick,19.285227507084272,True,True,True,False,False
11,90,3773660,Barcelona,Antoine Griezmann,21,111.7,45.7,0.11785503,Saved,Head,Normal,From Free Kick,10.0687635785135,True,True,True,False,False
11,90,3773660,Barcelona,Clément Lenglet,21,114.8,32.4,0.41583925,Off T,Left Foot,Volley,From Free Kick,9.208691546577073,True,True,True,False,False
11,90,3773660,Levante UD,Jorge Andújar Moreno,24,100.2,57.3,0.025486808,Off T,Right Foot,Normal,From Goal Kick,26.293155002775908,False,True,True,True,False
11,90,3773660,Barcelona,Lionel Andrés Messi Cuccittini,25,107.8,38.6,0.038136665,Off T,Head,Normal,From Goal Kick,12.280065146407004,True,True,True,False,False
11,90,3773660,Levante UD,Daniel Gómez Alcón,27,94.7,45.3,0.03797323,Saved,Right Foot,Normal,From Corner,25.849177936638522,False,True,True,True,False
11,90,3773660,Barcelona,Lionel Andrés Messi Cuccittini,29,101.0,50.6,0.052133597,Wayward,Left Foot,Normal,Regular Play,21.756838005555863,True,True,True,False,False
11,90,3773660,Barcelona,Lionel Andrés Messi Cuccittini,36,92.5,49.6,0.037801396,Blocked,Left Foot,Normal,From Free Kick,29.127478435319457,False,False,True,False,True
11,90,3773660,Barcelona,Jordi Alba Ramos,37,101.4,29.1,0.03626696,Saved,Left Foot,Volley,From Corner,21.55852499592678,True,True,True,False,False
11,90,3773660,Barcelona,Antoine Griezmann,39,108.3,46.6,0.07884668,Saved,Right Foot,Volley,From Free Kick,13.43316790634287,True,True,True,False,False
11,90,3773660,Barcelona,Lionel Andrés Messi Cuccittini,42,90.6,38.4,0.033487294,Saved,Left Foot,Normal,From Free Kick,29.44350522611057,False,False,True,False,True
11,90,3773660,Barcelona,Jordi Alba Ramos,42,57.9,20.6,0.004744799,Saved,Left Foot,Normal,Regular Play,65.05974177630895,False,False,False,False,False
