match_id,team,player,minute,x,y,xg,outcome,body_part,technique,play_pattern,distance_to_goal,is_zone0
3773660,Barcelona,Lionel Andrés Messi Cuccittini,50,115.1,29.3,0.07456455,Blocked,Left Foot,Normal,From Goal Kick,11.768602295939822,True
3773660,Barcelona,Philippe Coutinho Correia,51,106.6,24.8,0.04363354,Off T,Right Foot,Normal,From Free Kick,20.26326725876161,True
3773660,Barcelona,Lionel Andrés Messi Cuccittini,53,100.1,33.9,0.053870168,Off T,Left Foot,Normal,From Throw In,20.813937638034766,True
3773660,Barcelona,Philippe Coutinho Correia,55,96.7,32.2,0.032498784,Saved,Right Foot,Normal,From Free Kick,24.57091776877697,False
3773660,Barcelona,Antoine Griezmann,61,88.6,44.5,0.017997747,Off T,Left Foot,Normal,Regular Play,31.720813356532968,False
3773660,Barcelona,Lionel Andrés Messi Cuccittini,62,108.1,30.5,0.08037411,Saved,Left Foot,Normal,Regular Play,15.226949793047856,True
3773660,Barcelona,Lionel Andrés Messi Cuccittini,64,91.7,41.0,0.047732294,Saved,Left Foot,Normal,From Free Kick,28.317662332897463,False
3773660,Barcelona,Lionel Andrés Messi Cuccittini,70,116.5,29.1,0.06139338,Saved,Left Foot,Volley,Regular Play,11.448143954370943,True
3773660,Barcelona,Martin Braithwaite Christensen,71,112.6,42.6,0.10781629,Off T,Head,Normal,From Corner,7.843468620451037,True
3773660,Barcelona,Lionel Andrés Messi Cuccittini,75,107.1,30.2,0.22716096,Goal,Left Foot,Normal,Regular Play,16.20030863903525,True
3773660,Barcelona,Lionel Andrés Messi Cuccittini,80,115.1,30.2,0.20898964,Saved,Left Foot,Normal,From Free Kick,10.956733089748973,True
3773660,Levante UD,José Luis Morales Nogales,92,97.6,49.2,0.044519193,Blocked,Right Foot,Normal,Regular Play,24.215697388264505,False
3773660,Levante UD,Francisco Javier Hidalgo Gómez,95,99.6,51.1,0.01992774,Saved,Right Foot,Volley,From Corner,23.22434067955429,False
3773593,Barcelona,Philippe Coutinho Correia,5,96.5,32.0,0.041129347,Blocked,Right Foot,Normal,From Corner,24.82438317461282,False
3773593,Barcelona,Anssumane Fati,14,107.2,32.3,0.08300531,Goal,Right Foot,Normal,Regular Play,14.937536610833794,True
3773593,Barcelona,Sergi Roberto Carnicer,16,106.5,41.3,0.05040036,Off T,Left Foot,Half Volley,Regular Play,13.56244815658294,True
3773593,Barcelona,Anssumane Fati,18,109.0,32.7,0.44277996,Goal,Right Foot,Normal,Regular Play,13.201893803541974,True
3773593,Barcelona,Lionel Andrés Messi Cuccittini,25,114.0,33.9,0.20163552,Blocked,Left Foot,Normal,Regular Play,8.556284240252891,True
3773593,Barcelona,Jordi Alba Ramos,25,118.5,28.9,0.013960704,Saved,Left Foot,Normal,Regular Play,11.200892821556684,True
3773593,Barcelona,Lionel Andrés Messi Cuccittini,34,108.0,39.8,0.7835,Goal,Left Foot,Normal,Other,12.001666550941998,True
3773593,Villarreal,Francis Joseph Coquelin,38,102.8,45.5,0.025156217,Blocked,Right Foot,Normal,From Corner,18.057962232765913,True
